Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
4;140;=AVERAGE($B$24700:$B$24701);4.000;High;
5;120;=AVERAGE($B$24701:$B$24702);4.000;High;
6;130;=AVERAGE($B$24702:$B$24703);4.000;High;
7;120;=AVERAGE($B$24703:$B$24704);4.000;High;
8;140;=AVERAGE($B$24704:$B$24705);4.000;High;
9;150;=AVERAGE($B$24705:$B$24706);4.000;High;
10;150;=AVERAGE($B$24706:$B$24707);4.000;High;
11;140;=AVERAGE($B$24707:$B$24708);4.000;High;
12;150;=AVERAGE($B$24708:$B$24709);4.000;High;
13;140;=AVERAGE($B$24709:$B$24710);4.000;High;
14;150;=AVERAGE($B$24710:$B$24711);4.000;High;
15;150;=AVERAGE($B$24711:$B$24712);4.000;High;
16;120;=AVERAGE($B$24712:$B$24713);4.000;High;
17;120;=AVERAGE($B$24713:$B$24714);4.000;High;
18;120;=AVERAGE($B$24714:$B$24715);4.000;High;
19;130;=AVERAGE($B$24715:$B$24716);4.000;High;
20;140;=AVERAGE($B$24716:$B$24717);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;130;=AVERAGE($B$24719:$B$24720);4.000;High;
3;130;=AVERAGE($B$24720:$B$24721);4.000;High;
4;140;=AVERAGE($B$24721:$B$24722);4.000;High;
5;130;=AVERAGE($B$24722:$B$24723);4.000;High;
6;150;=AVERAGE($B$24723:$B$24724);4.000;High;
7;140;=AVERAGE($B$24724:$B$24725);4.000;High;
8;120;=AVERAGE($B$24725:$B$24726);4.000;High;
9;150;=AVERAGE($B$24726:$B$24727);4.000;High;
10;150;=AVERAGE($B$24727:$B$24728);4.000;High;
11;140;=AVERAGE($B$24728:$B$24729);4.000;High;
12;130;=AVERAGE($B$24729:$B$24730);4.000;High;
13;140;=AVERAGE($B$24730:$B$24731);4.000;High;
14;130;=AVERAGE($B$24731:$B$24732);4.000;High;
15;140;=AVERAGE($B$24732:$B$24733);4.000;High;
16;150;=AVERAGE($B$24733:$B$24734);4.000;High;
17;140;=AVERAGE($B$24734:$B$24735);4.000;High;
18;150;=AVERAGE($B$24735:$B$24736);4.000;High;
19;160;=AVERAGE($B$24736:$B$24737);4.000;High;
20;160;=AVERAGE($B$24737:$B$24738);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;120;=AVERAGE($B$24740:$B$24741);4.000;High;
3;150;=AVERAGE($B$24741:$B$24742);4.000;High;
4;150;=AVERAGE($B$24742:$B$24743);4.000;High;
5;140;=AVERAGE($B$24743:$B$24744);4.000;High;
6;130;=AVERAGE($B$24744:$B$24745);4.000;High;
7;130;=AVERAGE($B$24745:$B$24746);4.000;High;
8;140;=AVERAGE($B$24746:$B$24747);4.000;High;
9;140;=AVERAGE($B$24747:$B$24748);4.000;High;
10;140;=AVERAGE($B$24748:$B$24749);4.000;High;
11;140;=AVERAGE($B$24749:$B$24750);4.000;High;
12;130;=AVERAGE($B$24750:$B$24751);4.000;High;
13;120;=AVERAGE($B$24751:$B$24752);4.000;High;
14;120;=AVERAGE($B$24752:$B$24753);4.000;High;
15;150;=AVERAGE($B$24753:$B$24754);4.000;High;
16;140;=AVERAGE($B$24754:$B$24755);4.000;High;
17;120;=AVERAGE($B$24755:$B$24756);4.000;High;
18;130;=AVERAGE($B$24756:$B$24757);4.000;High;
19;150;=AVERAGE($B$24757:$B$24758);4.000;High;
20;140;=AVERAGE($B$24758:$B$24759);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;130;=AVERAGE($B$24761:$B$24762);4.000;High;
3;100;=AVERAGE($B$24762:$B$24763);4.000;High;
4;150;=AVERAGE($B$24763:$B$24764);4.000;High;
5;140;=AVERAGE($B$24764:$B$24765);4.000;High;
6;120;=AVERAGE($B$24765:$B$24766);4.000;High;
7;150;=AVERAGE($B$24766:$B$24767);4.000;High;
8;130;=AVERAGE($B$24767:$B$24768);4.000;High;
9;140;=AVERAGE($B$24768:$B$24769);4.000;High;
10;120;=AVERAGE($B$24769:$B$24770);4.000;High;
11;160;=AVERAGE($B$24770:$B$24771);4.000;High;
12;120;=AVERAGE($B$24771:$B$24772);4.000;High;
13;140;=AVERAGE($B$24772:$B$24773);4.000;High;
14;150;=AVERAGE($B$24773:$B$24774);4.000;High;
15;160;=AVERAGE($B$24774:$B$24775);4.000;High;
16;140;=AVERAGE($B$24775:$B$24776);4.000;High;
17;130;=AVERAGE($B$24776:$B$24777);4.000;High;
18;150;=AVERAGE($B$24777:$B$24778);4.000;High;
19;140;=AVERAGE($B$24778:$B$24779);4.000;High;
20;160;=AVERAGE($B$24779:$B$24780);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;150;=AVERAGE($B$24782:$B$24783);4.000;High;
3;130;=AVERAGE($B$24783:$B$24784);4.000;High;
4;130;=AVERAGE($B$24784:$B$24785);4.000;High;
5;140;=AVERAGE($B$24785:$B$24786);4.000;High;
6;130;=AVERAGE($B$24786:$B$24787);4.000;High;
7;140;=AVERAGE($B$24787:$B$24788);4.000;High;
8;150;=AVERAGE($B$24788:$B$24789);4.000;High;
9;110;=AVERAGE($B$24789:$B$24790);4.000;High;
10;130;=AVERAGE($B$24790:$B$24791);4.000;High;
11;110;=AVERAGE($B$24791:$B$24792);4.000;High;
12;140;=AVERAGE($B$24792:$B$24793);4.000;High;
13;150;=AVERAGE($B$24793:$B$24794);4.000;High;
14;130;=AVERAGE($B$24794:$B$24795);4.000;High;
15;140;=AVERAGE($B$24795:$B$24796);4.000;High;
16;150;=AVERAGE($B$24796:$B$24797);4.000;High;
17;160;=AVERAGE($B$24797:$B$24798);4.000;High;
18;150;=AVERAGE($B$24798:$B$24799);4.000;High;
19;160;=AVERAGE($B$24799:$B$24800);4.000;High;
20;110;=AVERAGE($B$24800:$B$24801);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;120;=AVERAGE($B$24803:$B$24804);4.000;High;
3;130;=AVERAGE($B$24804:$B$24805);4.000;High;
4;140;=AVERAGE($B$24805:$B$24806);4.000;High;
5;150;=AVERAGE($B$24806:$B$24807);4.000;High;
6;150;=AVERAGE($B$24807:$B$24808);4.000;High;
7;140;=AVERAGE($B$24808:$B$24809);4.000;High;
8;150;=AVERAGE($B$24809:$B$24810);4.000;High;
9;160;=AVERAGE($B$24810:$B$24811);4.000;High;
10;150;=AVERAGE($B$24811:$B$24812);4.000;High;
11;150;=AVERAGE($B$24812:$B$24813);4.000;High;
12;150;=AVERAGE($B$24813:$B$24814);4.000;High;
13;130;=AVERAGE($B$24814:$B$24815);4.000;High;
14;130;=AVERAGE($B$24815:$B$24816);4.000;High;
15;130;=AVERAGE($B$24816:$B$24817);4.000;High;
16;140;=AVERAGE($B$24817:$B$24818);4.000;High;
17;140;=AVERAGE($B$24818:$B$24819);4.000;High;
18;120;=AVERAGE($B$24819:$B$24820);4.000;High;
19;140;=AVERAGE($B$24820:$B$24821);4.000;High;
20;140;=AVERAGE($B$24821:$B$24822);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;130;=AVERAGE($B$24824:$B$24825);4.000;High;
3;130;=AVERAGE($B$24825:$B$24826);4.000;High;
4;130;=AVERAGE($B$24826:$B$24827);4.000;High;
5;140;=AVERAGE($B$24827:$B$24828);4.000;High;
6;140;=AVERAGE($B$24828:$B$24829);4.000;High;
7;140;=AVERAGE($B$24829:$B$24830);4.000;High;
8;140;=AVERAGE($B$24830:$B$24831);4.000;High;
9;150;=AVERAGE($B$24831:$B$24832);4.000;High;
10;150;=AVERAGE($B$24832:$B$24833);4.000;High;
11;160;=AVERAGE($B$24833:$B$24834);4.000;High;
12;150;=AVERAGE($B$24834:$B$24835);4.000;High;
13;150;=AVERAGE($B$24835:$B$24836);4.000;High;
14;150;=AVERAGE($B$24836:$B$24837);4.000;High;
15;160;=AVERAGE($B$24837:$B$24838);4.000;High;
16;130;=AVERAGE($B$24838:$B$24839);4.000;High;
17;120;=AVERAGE($B$24839:$B$24840);4.000;High;
18;140;=AVERAGE($B$24840:$B$24841);4.000;High;
19;150;=AVERAGE($B$24841:$B$24842);4.000;High;
20;140;=AVERAGE($B$24842:$B$24843);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;130;=AVERAGE($B$24845:$B$24846);4.000;High;
3;140;=AVERAGE($B$24846:$B$24847);4.000;High;
4;130;=AVERAGE($B$24847:$B$24848);4.000;High;
5;130;=AVERAGE($B$24848:$B$24849);4.000;High;
6;130;=AVERAGE($B$24849:$B$24850);4.000;High;
7;160;=AVERAGE($B$24850:$B$24851);4.000;High;
8;150;=AVERAGE($B$24851:$B$24852);4.000;High;
9;150;=AVERAGE($B$24852:$B$24853);4.000;High;
10;130;=AVERAGE($B$24853:$B$24854);4.000;High;
11;140;=AVERAGE($B$24854:$B$24855);4.000;High;
12;150;=AVERAGE($B$24855:$B$24856);4.000;High;
13;130;=AVERAGE($B$24856:$B$24857);4.000;High;
14;130;=AVERAGE($B$24857:$B$24858);4.000;High;
15;140;=AVERAGE($B$24858:$B$24859);4.000;High;
16;150;=AVERAGE($B$24859:$B$24860);4.000;High;
17;160;=AVERAGE($B$24860:$B$24861);4.000;High;
18;120;=AVERAGE($B$24861:$B$24862);4.000;High;
19;130;=AVERAGE($B$24862:$B$24863);4.000;High;
20;120;=AVERAGE($B$24863:$B$24864);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;150;150;4.000;High;
2;120;=AVERAGE($B$24866:$B$24867);4.000;High;
3;150;=AVERAGE($B$24867:$B$24868);4.000;High;
4;120;=AVERAGE($B$24868:$B$24869);4.000;High;
5;130;=AVERAGE($B$24869:$B$24870);4.000;High;
6;140;=AVERAGE($B$24870:$B$24871);4.000;High;
7;140;=AVERAGE($B$24871:$B$24872);4.000;High;
8;150;=AVERAGE($B$24872:$B$24873);4.000;High;
9;150;=AVERAGE($B$24873:$B$24874);4.000;High;
10;140;=AVERAGE($B$24874:$B$24875);4.000;High;
11;130;=AVERAGE($B$24875:$B$24876);4.000;High;
12;160;=AVERAGE($B$24876:$B$24877);4.000;High;
13;140;=AVERAGE($B$24877:$B$24878);4.000;High;
14;160;=AVERAGE($B$24878:$B$24879);4.000;High;
15;150;=AVERAGE($B$24879:$B$24880);4.000;High;
16;130;=AVERAGE($B$24880:$B$24881);4.000;High;
17;150;=AVERAGE($B$24881:$B$24882);4.000;High;
18;160;=AVERAGE($B$24882:$B$24883);4.000;High;
19;130;=AVERAGE($B$24883:$B$24884);4.000;High;
20;150;=AVERAGE($B$24884:$B$24885);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;130;=AVERAGE($B$24887:$B$24888);4.000;High;
3;150;=AVERAGE($B$24888:$B$24889);4.000;High;
4;150;=AVERAGE($B$24889:$B$24890);4.000;High;
5;110;=AVERAGE($B$24890:$B$24891);4.000;High;
6;110;=AVERAGE($B$24891:$B$24892);4.000;High;
7;130;=AVERAGE($B$24892:$B$24893);4.000;High;
8;140;=AVERAGE($B$24893:$B$24894);4.000;High;
9;160;=AVERAGE($B$24894:$B$24895);4.000;High;
10;160;=AVERAGE($B$24895:$B$24896);4.000;High;
11;120;=AVERAGE($B$24896:$B$24897);4.000;High;
12;140;=AVERAGE($B$24897:$B$24898);4.000;High;
13;150;=AVERAGE($B$24898:$B$24899);4.000;High;
14;130;=AVERAGE($B$24899:$B$24900);4.000;High;
15;130;=AVERAGE($B$24900:$B$24901);4.000;High;
16;140;=AVERAGE($B$24901:$B$24902);4.000;High;
17;130;=AVERAGE($B$24902:$B$24903);4.000;High;
18;130;=AVERAGE($B$24903:$B$24904);4.000;High;
19;130;=AVERAGE($B$24904:$B$24905);4.000;High;
20;150;=AVERAGE($B$24905:$B$24906);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;140;=AVERAGE($B$24908:$B$24909);4.000;High;
3;120;=AVERAGE($B$24909:$B$24910);4.000;High;
4;150;=AVERAGE($B$24910:$B$24911);4.000;High;
5;140;=AVERAGE($B$24911:$B$24912);4.000;High;
6;120;=AVERAGE($B$24912:$B$24913);4.000;High;
7;120;=AVERAGE($B$24913:$B$24914);4.000;High;
8;140;=AVERAGE($B$24914:$B$24915);4.000;High;
9;150;=AVERAGE($B$24915:$B$24916);4.000;High;
10;130;=AVERAGE($B$24916:$B$24917);4.000;High;
11;150;=AVERAGE($B$24917:$B$24918);4.000;High;
12;130;=AVERAGE($B$24918:$B$24919);4.000;High;
13;160;=AVERAGE($B$24919:$B$24920);4.000;High;
14;150;=AVERAGE($B$24920:$B$24921);4.000;High;
15;140;=AVERAGE($B$24921:$B$24922);4.000;High;
16;120;=AVERAGE($B$24922:$B$24923);4.000;High;
17;120;=AVERAGE($B$24923:$B$24924);4.000;High;
18;120;=AVERAGE($B$24924:$B$24925);4.000;High;
19;130;=AVERAGE($B$24925:$B$24926);4.000;High;
20;140;=AVERAGE($B$24926:$B$24927);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;140;=AVERAGE($B$24929:$B$24930);4.000;High;
3;130;=AVERAGE($B$24930:$B$24931);4.000;High;
4;140;=AVERAGE($B$24931:$B$24932);4.000;High;
5;120;=AVERAGE($B$24932:$B$24933);4.000;High;
6;130;=AVERAGE($B$24933:$B$24934);4.000;High;
7;120;=AVERAGE($B$24934:$B$24935);4.000;High;
8;160;=AVERAGE($B$24935:$B$24936);4.000;High;
9;130;=AVERAGE($B$24936:$B$24937);4.000;High;
10;120;=AVERAGE($B$24937:$B$24938);4.000;High;
11;130;=AVERAGE($B$24938:$B$24939);4.000;High;
12;150;=AVERAGE($B$24939:$B$24940);4.000;High;
13;150;=AVERAGE($B$24940:$B$24941);4.000;High;
14;140;=AVERAGE($B$24941:$B$24942);4.000;High;
15;130;=AVERAGE($B$24942:$B$24943);4.000;High;
16;130;=AVERAGE($B$24943:$B$24944);4.000;High;
17;140;=AVERAGE($B$24944:$B$24945);4.000;High;
18;140;=AVERAGE($B$24945:$B$24946);4.000;High;
19;130;=AVERAGE($B$24946:$B$24947);4.000;High;
20;150;=AVERAGE($B$24947:$B$24948);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;110;110;4.000;High;
2;120;=AVERAGE($B$24950:$B$24951);4.000;High;
3;140;=AVERAGE($B$24951:$B$24952);4.000;High;
4;120;=AVERAGE($B$24952:$B$24953);4.000;High;
5;150;=AVERAGE($B$24953:$B$24954);4.000;High;
6;140;=AVERAGE($B$24954:$B$24955);4.000;High;
7;150;=AVERAGE($B$24955:$B$24956);4.000;High;
8;140;=AVERAGE($B$24956:$B$24957);4.000;High;
9;140;=AVERAGE($B$24957:$B$24958);4.000;High;
10;130;=AVERAGE($B$24958:$B$24959);4.000;High;
11;160;=AVERAGE($B$24959:$B$24960);4.000;High;
12;140;=AVERAGE($B$24960:$B$24961);4.000;High;
13;140;=AVERAGE($B$24961:$B$24962);4.000;High;
14;150;=AVERAGE($B$24962:$B$24963);4.000;High;
15;150;=AVERAGE($B$24963:$B$24964);4.000;High;
16;150;=AVERAGE($B$24964:$B$24965);4.000;High;
17;150;=AVERAGE($B$24965:$B$24966);4.000;High;
18;140;=AVERAGE($B$24966:$B$24967);4.000;High;
19;150;=AVERAGE($B$24967:$B$24968);4.000;High;
20;140;=AVERAGE($B$24968:$B$24969);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;120;=AVERAGE($B$24971:$B$24972);4.000;High;
3;110;=AVERAGE($B$24972:$B$24973);4.000;High;
4;130;=AVERAGE($B$24973:$B$24974);4.000;High;
5;140;=AVERAGE($B$24974:$B$24975);4.000;High;
6;120;=AVERAGE($B$24975:$B$24976);4.000;High;
7;120;=AVERAGE($B$24976:$B$24977);4.000;High;
8;120;=AVERAGE($B$24977:$B$24978);4.000;High;
9;150;=AVERAGE($B$24978:$B$24979);4.000;High;
10;150;=AVERAGE($B$24979:$B$24980);4.000;High;
11;130;=AVERAGE($B$24980:$B$24981);4.000;High;
12;150;=AVERAGE($B$24981:$B$24982);4.000;High;
13;150;=AVERAGE($B$24982:$B$24983);4.000;High;
14;150;=AVERAGE($B$24983:$B$24984);4.000;High;
15;160;=AVERAGE($B$24984:$B$24985);4.000;High;
16;130;=AVERAGE($B$24985:$B$24986);4.000;High;
17;140;=AVERAGE($B$24986:$B$24987);4.000;High;
18;150;=AVERAGE($B$24987:$B$24988);4.000;High;
19;130;=AVERAGE($B$24988:$B$24989);4.000;High;
20;150;=AVERAGE($B$24989:$B$24990);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;130;=AVERAGE($B$24992:$B$24993);4.000;High;
3;130;=AVERAGE($B$24993:$B$24994);4.000;High;
4;120;=AVERAGE($B$24994:$B$24995);4.000;High;
5;130;=AVERAGE($B$24995:$B$24996);4.000;High;
6;130;=AVERAGE($B$24996:$B$24997);4.000;High;
7;150;=AVERAGE($B$24997:$B$24998);4.000;High;
8;140;=AVERAGE($B$24998:$B$24999);4.000;High;
9;140;=AVERAGE($B$24999:$B$25000);4.000;High;
10;140;=AVERAGE($B$25000:$B$25001);4.000;High;
11;140;=AVERAGE($B$25001:$B$25002);4.000;High;
12;140;=AVERAGE($B$25002:$B$25003);4.000;High;
13;150;=AVERAGE($B$25003:$B$25004);4.000;High;
14;160;=AVERAGE($B$25004:$B$25005);4.000;High;
15;130;=AVERAGE($B$25005:$B$25006);4.000;High;
16;160;=AVERAGE($B$25006:$B$25007);4.000;High;
17;140;=AVERAGE($B$25007:$B$25008);4.000;High;
18;150;=AVERAGE($B$25008:$B$25009);4.000;High;
19;150;=AVERAGE($B$25009:$B$25010);4.000;High;
20;130;=AVERAGE($B$25010:$B$25011);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;130;=AVERAGE($B$25013:$B$25014);4.000;High;
3;130;=AVERAGE($B$25014:$B$25015);4.000;High;
4;120;=AVERAGE($B$25015:$B$25016);4.000;High;
5;150;=AVERAGE($B$25016:$B$25017);4.000;High;
6;150;=AVERAGE($B$25017:$B$25018);4.000;High;
7;140;=AVERAGE($B$25018:$B$25019);4.000;High;
8;130;=AVERAGE($B$25019:$B$25020);4.000;High;
9;150;=AVERAGE($B$25020:$B$25021);4.000;High;
10;120;=AVERAGE($B$25021:$B$25022);4.000;High;
11;140;=AVERAGE($B$25022:$B$25023);4.000;High;
12;140;=AVERAGE($B$25023:$B$25024);4.000;High;
13;130;=AVERAGE($B$25024:$B$25025);4.000;High;
14;150;=AVERAGE($B$25025:$B$25026);4.000;High;
15;150;=AVERAGE($B$25026:$B$25027);4.000;High;
16;150;=AVERAGE($B$25027:$B$25028);4.000;High;
17;140;=AVERAGE($B$25028:$B$25029);4.000;High;
18;160;=AVERAGE($B$25029:$B$25030);4.000;High;
19;160;=AVERAGE($B$25030:$B$25031);4.000;High;
20;140;=AVERAGE($B$25031:$B$25032);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;110;110;4.000;High;
2;140;=AVERAGE($B$25034:$B$25035);4.000;High;
3;130;=AVERAGE($B$25035:$B$25036);4.000;High;
4;140;=AVERAGE($B$25036:$B$25037);4.000;High;
5;140;=AVERAGE($B$25037:$B$25038);4.000;High;
6;150;=AVERAGE($B$25038:$B$25039);4.000;High;
7;120;=AVERAGE($B$25039:$B$25040);4.000;High;
8;150;=AVERAGE($B$25040:$B$25041);4.000;High;
9;150;=AVERAGE($B$25041:$B$25042);4.000;High;
10;130;=AVERAGE($B$25042:$B$25043);4.000;High;
11;150;=AVERAGE($B$25043:$B$25044);4.000;High;
12;150;=AVERAGE($B$25044:$B$25045);4.000;High;
13;120;=AVERAGE($B$25045:$B$25046);4.000;High;
14;150;=AVERAGE($B$25046:$B$25047);4.000;High;
15;150;=AVERAGE($B$25047:$B$25048);4.000;High;
16;150;=AVERAGE($B$25048:$B$25049);4.000;High;
17;160;=AVERAGE($B$25049:$B$25050);4.000;High;
18;160;=AVERAGE($B$25050:$B$25051);4.000;High;
19;130;=AVERAGE($B$25051:$B$25052);4.000;High;
20;150;=AVERAGE($B$25052:$B$25053);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;140;=AVERAGE($B$25055:$B$25056);4.000;High;
3;120;=AVERAGE($B$25056:$B$25057);4.000;High;
4;120;=AVERAGE($B$25057:$B$25058);4.000;High;
5;150;=AVERAGE($B$25058:$B$25059);4.000;High;
6;150;=AVERAGE($B$25059:$B$25060);4.000;High;
7;140;=AVERAGE($B$25060:$B$25061);4.000;High;
8;130;=AVERAGE($B$25061:$B$25062);4.000;High;
9;140;=AVERAGE($B$25062:$B$25063);4.000;High;
10;130;=AVERAGE($B$25063:$B$25064);4.000;High;
11;150;=AVERAGE($B$25064:$B$25065);4.000;High;
12;140;=AVERAGE($B$25065:$B$25066);4.000;High;
13;150;=AVERAGE($B$25066:$B$25067);4.000;High;
14;140;=AVERAGE($B$25067:$B$25068);4.000;High;
15;150;=AVERAGE($B$25068:$B$25069);4.000;High;
16;140;=AVERAGE($B$25069:$B$25070);4.000;High;
17;160;=AVERAGE($B$25070:$B$25071);4.000;High;
18;150;=AVERAGE($B$25071:$B$25072);4.000;High;
19;120;=AVERAGE($B$25072:$B$25073);4.000;High;
20;120;=AVERAGE($B$25073:$B$25074);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;110;110;4.000;High;
2;160;=AVERAGE($B$25076:$B$25077);4.000;High;
3;150;=AVERAGE($B$25077:$B$25078);4.000;High;
4;140;=AVERAGE($B$25078:$B$25079);4.000;High;
5;150;=AVERAGE($B$25079:$B$25080);4.000;High;
6;130;=AVERAGE($B$25080:$B$25081);4.000;High;
7;130;=AVERAGE($B$25081:$B$25082);4.000;High;
8;150;=AVERAGE($B$25082:$B$25083);4.000;High;
9;130;=AVERAGE($B$25083:$B$25084);4.000;High;
10;120;=AVERAGE($B$25084:$B$25085);4.000;High;
11;160;=AVERAGE($B$25085:$B$25086);4.000;High;
12;140;=AVERAGE($B$25086:$B$25087);4.000;High;
13;140;=AVERAGE($B$25087:$B$25088);4.000;High;
14;150;=AVERAGE($B$25088:$B$25089);4.000;High;
15;160;=AVERAGE($B$25089:$B$25090);4.000;High;
16;150;=AVERAGE($B$25090:$B$25091);4.000;High;
17;150;=AVERAGE($B$25091:$B$25092);4.000;High;
18;130;=AVERAGE($B$25092:$B$25093);4.000;High;
19;150;=AVERAGE($B$25093:$B$25094);4.000;High;
20;140;=AVERAGE($B$25094:$B$25095);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;110;110;4.000;High;
2;110;=AVERAGE($B$25097:$B$25098);4.000;High;
3;130;=AVERAGE($B$25098:$B$25099);4.000;High;
4;110;=AVERAGE($B$25099:$B$25100);4.000;High;
5;120;=AVERAGE($B$25100:$B$25101);4.000;High;
6;130;=AVERAGE($B$25101:$B$25102);4.000;High;
7;130;=AVERAGE($B$25102:$B$25103);4.000;High;
8;130;=AVERAGE($B$25103:$B$25104);4.000;High;
9;130;=AVERAGE($B$25104:$B$25105);4.000;High;
10;150;=AVERAGE($B$25105:$B$25106);4.000;High;
11;150;=AVERAGE($B$25106:$B$25107);4.000;High;
12;130;=AVERAGE($B$25107:$B$25108);4.000;High;
13;160;=AVERAGE($B$25108:$B$25109);4.000;High;
14;140;=AVERAGE($B$25109:$B$25110);4.000;High;
15;160;=AVERAGE($B$25110:$B$25111);4.000;High;
16;140;=AVERAGE($B$25111:$B$25112);4.000;High;
17;140;=AVERAGE($B$25112:$B$25113);4.000;High;
18;130;=AVERAGE($B$25113:$B$25114);4.000;High;
19;150;=AVERAGE($B$25114:$B$25115);4.000;High;
20;130;=AVERAGE($B$25115:$B$25116);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;150;=AVERAGE($B$25118:$B$25119);4.000;High;
3;140;=AVERAGE($B$25119:$B$25120);4.000;High;
4;140;=AVERAGE($B$25120:$B$25121);4.000;High;
5;130;=AVERAGE($B$25121:$B$25122);4.000;High;
6;120;=AVERAGE($B$25122:$B$25123);4.000;High;
7;140;=AVERAGE($B$25123:$B$25124);4.000;High;
8;140;=AVERAGE($B$25124:$B$25125);4.000;High;
9;150;=AVERAGE($B$25125:$B$25126);4.000;High;
10;140;=AVERAGE($B$25126:$B$25127);4.000;High;
11;130;=AVERAGE($B$25127:$B$25128);4.000;High;
12;140;=AVERAGE($B$25128:$B$25129);4.000;High;
13;140;=AVERAGE($B$25129:$B$25130);4.000;High;
14;130;=AVERAGE($B$25130:$B$25131);4.000;High;
15;140;=AVERAGE($B$25131:$B$25132);4.000;High;
16;150;=AVERAGE($B$25132:$B$25133);4.000;High;
17;150;=AVERAGE($B$25133:$B$25134);4.000;High;
18;150;=AVERAGE($B$25134:$B$25135);4.000;High;
19;140;=AVERAGE($B$25135:$B$25136);4.000;High;
20;130;=AVERAGE($B$25136:$B$25137);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;120;=AVERAGE($B$25139:$B$25140);4.000;High;
3;130;=AVERAGE($B$25140:$B$25141);4.000;High;
4;130;=AVERAGE($B$25141:$B$25142);4.000;High;
5;130;=AVERAGE($B$25142:$B$25143);4.000;High;
6;130;=AVERAGE($B$25143:$B$25144);4.000;High;
7;130;=AVERAGE($B$25144:$B$25145);4.000;High;
8;140;=AVERAGE($B$25145:$B$25146);4.000;High;
9;120;=AVERAGE($B$25146:$B$25147);4.000;High;
10;150;=AVERAGE($B$25147:$B$25148);4.000;High;
11;130;=AVERAGE($B$25148:$B$25149);4.000;High;
12;150;=AVERAGE($B$25149:$B$25150);4.000;High;
13;140;=AVERAGE($B$25150:$B$25151);4.000;High;
14;150;=AVERAGE($B$25151:$B$25152);4.000;High;
15;160;=AVERAGE($B$25152:$B$25153);4.000;High;
16;140;=AVERAGE($B$25153:$B$25154);4.000;High;
17;130;=AVERAGE($B$25154:$B$25155);4.000;High;
18;160;=AVERAGE($B$25155:$B$25156);4.000;High;
19;160;=AVERAGE($B$25156:$B$25157);4.000;High;
20;150;=AVERAGE($B$25157:$B$25158);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;130;=AVERAGE($B$25160:$B$25161);4.000;High;
3;150;=AVERAGE($B$25161:$B$25162);4.000;High;
4;140;=AVERAGE($B$25162:$B$25163);4.000;High;
5;150;=AVERAGE($B$25163:$B$25164);4.000;High;
6;110;=AVERAGE($B$25164:$B$25165);4.000;High;
7;160;=AVERAGE($B$25165:$B$25166);4.000;High;
8;150;=AVERAGE($B$25166:$B$25167);4.000;High;
9;140;=AVERAGE($B$25167:$B$25168);4.000;High;
10;110;=AVERAGE($B$25168:$B$25169);4.000;High;
11;150;=AVERAGE($B$25169:$B$25170);4.000;High;
12;160;=AVERAGE($B$25170:$B$25171);4.000;High;
13;150;=AVERAGE($B$25171:$B$25172);4.000;High;
14;130;=AVERAGE($B$25172:$B$25173);4.000;High;
15;140;=AVERAGE($B$25173:$B$25174);4.000;High;
16;120;=AVERAGE($B$25174:$B$25175);4.000;High;
